year,semi_draw_position,final_draw_position,country,artist_name,song_name,language,style,gender,main_singers,key,BPM,energy,danceability,happiness,loudness,acousticness,liveness,speechiness,backing_dancers,backing_singers,backing_instruments,instrument_10,final_televote_points,final_jury_points,final_place,semi_place,favourite_10,host_10
2017,9,11,Portugal,Salvador Sobral,Amar pelos dois,Portuguese,Ballad,Male,1,F Major,88,10,21,17,-18,85,26,3,0,0,0,0,376,382,1,370,0,0
2017,10,15,Greece,Demy,This Is Love,English,Pop,Female,1,A Minor,128,68,54,22,-8,0,11,3,2,0,0,0,29,48,19,115,0,0
2017,11,2,Poland,Kasia Mos,Flashlight,English,Pop,Female,1,D Major,120,68,44,19,-6,6,37,5,0,0,1,0,41,23,22,119,0,0
2017,12,7,Moldova,Sunstroke Project,"Hey, Mamma!",English,Dance,Male,1,Bb Minor,110,81,83,64,-6,24,7,11,0,3,2,0,264,110,3,291,0,0
2017,13,0,Iceland,Svala,Paper,English,Pop,Female,1,D Minor,108,69,63,30,-5,-,18,4,0,0,0,0,0,0,0,60,0,0
2017,14,0,Czech Republic,Martina Barta,My Turn,English,Pop,Female,1,G Major,86,42,36,16,-6,44,31,4,0,0,0,0,0,0,0,83,0,0
2017,15,19,Cyprus,Hovig,Gravity,English,Pop,Male,1,Bb Minor,75,73,59,72,-7,4,11,9,2,0,0,0,32,36,21,164,0,0
2017,16,5,Armenia,Artsvik,Fly with Me,English,Pop,Female,1,E Minor,90,80,58,33,-5,79,8,15,2,0,0,0,21,58,18,152,0,0
2017,17,0,Slovenia,Omar Naber,On My Way,English,Ballad,Male,1,D Major,67,55,42,14,-6,30,52,4,0,0,0,0,0,0,0,36,0,0
2017,18,0,Latvia,Triana Park,Line,English,Pop,Female,1,Ab Minor,126,64,71,36,-7,1,19,4,0,0,3,0,0,0,0,21,0,0
2017,1,0,Serbia,Tijana Bogicevic,In Too Deep,English,Pop,Female,1,E Minor,136,65,53,42,-7,-,9,4,1,0,0,0,0,0,0,98,0,0
2017,2,4,Austria,Nathan Trent,Running on Air,English,Pop,Male,1,A Major,90,54,71,54,-5,11,23,3,0,4,0,0,0,93,16,147,0,0
2017,3,0,Macedonia,Jana Burceska,Dance Alone,English,Pop,Female,1,Cs Minor,120,76,64,40,-8,-,33,4,0,0,0,0,0,0,0,69,0,0
2017,4,0,Malta,Claudia Faniello,Breathlessly,English,Ballad,Female,1,Db Major,76,48,52,19,-6,66,9,3,0,0,0,0,0,0,0,55,0,0
2017,5,20,Romania,Ilinca ft. Alex Florea,Yodel It!,English,Pop,Mix,2,Bb Major,174,91,45,77,-5,1,12,15,0,1,0,0,224,58,7,174,0,0
2017,6,6,Netherlands,O'G3NE,Lights and Shadows,English,Pop,Female,3,Fs Major,128,73,41,51,-5,22,14,8,0,0,0,0,15,135,11,200,0,0
2017,7,8,Hungary,Joci Papai,Origo,Hungarian,Traditional,Male,1,A Minor,108,73,55,45,-6,58,48,22,1,0,0,0,152,48,8,231,0,0
2017,8,10,Denmark,Anja,Where I Am,English,Pop,Female,1,Bb Minor,91,75,40,65,-5,4,49,13,0,0,0,0,8,69,20,101,0,0
2017,9,0,Ireland,Brendan Murray,Dying to Try,English,Ballad,Male,1,F Minor,164,48,44,19,-7,63,11,3,0,0,0,0,0,0,0,86,0,0
2017,10,0,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,English,Pop,Mix,2,G Minor,140,94,71,57,-4,8,12,1,3,0,0,0,0,0,0,1,0,0
2017,11,13,Croatia,Jacques Houdek,My Friend,"English, Italian",Opera,Male,1,C Major,138,65,42,30,-6,21,17,5,0,3,2,0,103,25,13,141,0,0
2017,12,17,Norway,JOWST,Grab the Moment,English,Pop,Male,1,E Minor,104,61,69,32,-7,12,9,9,0,0,3,0,29,129,10,189,0,0
2017,13,0,Switzerland,Timebelle,Apollo,English,Pop,Female,1,Bb Major,87,56,61,28,-6,11,11,9,0,0,2,0,0,0,0,97,0,0
2017,14,3,Belarus,Naviband,Story of My Life,Belarusian,Pop,Mix,2,E Major,155,97,46,43,-4,2,40,8,0,0,0,1,33,50,17,110,0,0
2017,15,25,Bulgaria,Kristian Kostov,Beautiful Mess,English,Pop,Male,1,C Minor,126,51,41,21,-8,42,11,4,0,0,0,0,337,278,2,403,0,0
2017,16,0,Lithuania,Fusedmarc,Rain of Revolution,English,Pop,Female,1,Db Major,101,79,66,30,-5,4,12,6,0,4,1,0,0,0,0,42,0,0
2017,17,0,Estonia,Koit Toome and Laura,Verona,English,Pop,Mix,2,D Minor,111,82,61,29,-4,1,35,3,0,0,0,0,0,0,0,85,0,0
2017,18,1,Israel,IMRI,I Feel Alive,English,Pop,Male,1,C Minor,128,92,69,43,-3,2,5,5,5,0,0,0,5,34,23,207,0,0
2017,0,9,Italy,Francesco Gabbani,Occidentali's Karma,Italian,Pop,Male,1,Bb Major,114,83,67,58,-4,4,11,8,1,4,0,0,208,126,6,-,1,0
2017,0,16,Spain,Manel Navarro,Do It for Your Lover,"Spanish, English",Pop,Male,1,G Major,170,77,66,88,-4,1,11,5,0,0,3,1,5,0,26,-,0,0
2017,0,18,United Kingdom,Lucie Jones,Never Give Up on You,English,Ballad,Female,1,F Major,128,37,41,25,-8,40,32,4,0,0,0,0,12,99,15,-,0,0
2017,0,21,Germany,Levina,Perfect Life,English,Pop,Female,1,Eb Major,124,70,81,52,-6,38,13,5,0,0,0,0,3,3,25,-,0,0
2017,0,22,Ukraine,O.Torvald,Time,English,Rock,Male,1,Db Minor,102,90,57,31,-5,0,12,8,0,1,4,1,24,12,24,-,0,1
2017,0,26,France,Alma,Requiem,"French, English",Pop,Female,1,B Minor,108,78,55,46,-5,-,14,14,0,0,0,0,90,45,12,-,0,0
2016,1,0,Finland,Sandhja,Sing It Away,English,Pop,Female,1,G Minor,126,90,65,58,-5,0,15,8,0,5,0,0,0,0,0,51,0,0
2016,2,0,Greece,Argo,Utopian Land,"English, Greek",Pop,Mix,4,F Minor,83,76,69,48,-5,-,17,7,0,0,2,0,0,0,0,44,0,0
2016,3,0,Moldova,Lidia Isac,Falling Stars,English,Pop,Female,1,Ab Major,126,82,63,30,-7,5,2,4,1,0,0,0,0,0,0,33,0,0
2016,4,5,Hungary,Freddie,Pioneer,English,Pop,Male,1,C Minor,72,59,51,28,-8,0,11,3,0,3,1,0,56,52,19,197,0,0
2016,5,17,Croatia,Nina Kraljic,Lighthouse,English,Pop,Female,1,Bb Minor,116,54,60,36,-5,23,21,4,0,4,0,0,33,40,23,133,0,0
2016,6,3,Netherlands,Douwe Bob,Slow Down,English,Pop,Male,1,B Minor,124,79,60,62,-5,5,6,3,0,0,5,1,39,114,11,197,0,0
2016,7,26,Armenia,Iveta Mukuchyan,LoveWave,English,Pop,Female,1,F Minor,120,72,53,31,-8,8,11,5,0,0,0,0,134,115,7,243,0,0
2016,8,0,San Marino,Serhat,I Didn't Know,English,Pop,Male,1,Fs Minor,123,70,68,54,-7,3,13,5,0,5,0,0,0,0,0,68,0,0
2016,9,18,Russia,Sergey Lazarev,You Are the Only One,English,Pop,Male,1,B Minor,128,89,63,28,-5,4,9,6,0,0,0,0,361,130,3,342,1,0
2016,10,2,Czech Republic,Gabriela Guncikova,I Stand,English,Pop,Female,1,G Minor,103,59,17,17,-6,0,31,4,0,0,0,0,0,41,25,161,0,0
2016,11,14,Cyprus,Minus One,Alter Ego,English,Rock,Male,1,Bb Minor,130,91,48,59,-4,1,10,5,0,0,4,0,53,43,21,164,0,0
2016,12,24,Austria,Zoe,Loin d'ici,French,Pop,Female,1,E Minor,143,70,62,48,-4,-,12,4,0,0,0,0,120,31,13,170,0,0
2016,13,0,Estonia,Juri Pootsmann,Play,English,Pop,Male,1,A Minor,180,63,49,31,-7,-,29,9,0,0,0,0,0,0,0,24,0,0
2016,14,4,Azerbaijan,Samra,Miracle,English,Pop,Female,1,F Minor,96,76,58,34,-3,5,14,4,0,4,0,0,73,44,17,185,0,0
2016,15,0,Montenegro,Highway,The Real Thing,English,Pop,Male,1,Cs Minor,117,76,51,43,-7,-,30,4,1,1,2,0,0,0,0,60,0,0
2016,16,0,Iceland,Greta SalOme,Hear Them Calling,English,Pop,Female,1,D Minor,134,54,54,29,-11,4,25,8,0,0,0,0,0,0,0,51,0,0
2016,17,0,Bosnia and Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav je,Bosnian,Pop,Mix,3,Eb Major,84,73,30,48,-6,34,9,12,0,0,1,0,0,0,0,104,0,0
2016,18,22,Malta,Ira Losco,Walk on Water,English,Pop,Female,1,Eb Minor,124,81,38,18,-5,0,13,5,1,0,0,0,16,137,12,209,0,0
2016,1,20,Latvia,Justs,Heartbeat,English,Pop,Male,1,Db Major,115,55,68,52,-7,3,9,7,0,0,0,0,63,69,15,132,0,0
2016,2,12,Poland,Michal Szpak,Color of Your Life,English,Pop,Male,1,A Minor,83,67,49,25,-5,9,8,3,0,0,4,0,222,7,8,151,0,0
2016,3,0,Switzerland,Rykka,The Last of Our Kind,English,Pop,Female,1,Db Minor,81,67,57,45,-5,16,43,4,0,0,0,0,0,0,0,28,0,0
2016,4,7,Israel,Hovi Star,Made of Stars,English,Ballad,Male,1,G Minor,70,41,43,36,-7,62,12,3,2,0,0,0,11,124,14,147,0,0
2016,5,0,Belarus,Ivan,Help You Fly,English,Pop,Male,1,D Minor,93,76,49,29,-6,0,15,3,0,0,0,0,0,0,0,84,0,0
2016,6,15,Serbia,Sanja Vucic ZAA,Goodbye (Shelter),English,Pop,Female,1,Ds Minor,86,72,58,32,-4,-,12,4,1,4,0,0,80,35,18,105,0,0
2016,7,0,Ireland,Nicky Byrne,Sunlight,English,Pop,Male,1,G Minor,125,9,62,48,-6,4,26,3,0,0,3,0,0,0,0,46,0,0
2016,8,0,Macedonia,Kaliopi,Dona,Macedonian,Ballad,Female,1,G Major,132,51,52,17,-7,17,11,5,0,4,1,0,0,0,0,88,0,0
2016,9,16,Lithuania,Donny Montell,I've Been Waiting for This Night,English,Ballad,Male,1,A Major,134,77,48,61,-6,0,31,4,0,0,0,0,96,104,9,222,0,0
2016,10,13,Australia,Dami Im,Sound of Silence,English,Pop,Female,1,E Minor,136,82,52,32,-4,34,10,7,0,0,0,0,191,320,2,330,0,0
2016,11,0,Slovenia,ManuElla,Blue and Red,English,Pop,Female,1,G Major,145,81,51,22,-3,9,35,4,1,0,0,0,0,0,0,57,0,0
2016,12,8,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",Dance,Female,1,C Major,110,83,61,52,-5,2,22,3,0,0,0,0,180,127,4,220,0,0
2016,13,0,Denmark,Lighthouse X,Soldiers of Love,English,Pop,Male,3,Ab Major,127,70,65,39,-7,2,6,5,0,0,0,0,0,0,0,34,0,0
2016,14,21,Ukraine,Jamala,1944,"English, Crimean Tatar",Pop,Female,1,Eb Major,120,51,81,47,-5,60,24,6,0,0,0,0,323,211,1,287,0,0
2016,15,0,Norway,Agnete,Icebreaker,English,Dance,Female,1,Fs Minor,125,72,43,18,-6,1,11,4,1,0,0,0,0,0,0,63,0,0
2016,16,23,Georgia,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,English,Rock,Male,1,E Minor,127,92,58,47,-4,-,12,8,0,0,3,1,24,80,20,123,0,0
2016,18,1,Belgium,Laura Tesoro,What's the Pressure,English,Pop,Female,1,B Major,117,81,75,76,-3,2,7,10,0,4,0,0,51,130,10,274,0,0
2016,0,6,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",Pop,Female,1,C Major,150,78,29,34,-4,2,17,4,0,0,0,0,34,90,16,-,0,0
2016,0,9,Sweden,Frans,If I Were Sorry,English,Pop,Male,1,A Minor,120,85,73,12,-5,16,10,5,0,0,0,0,139,122,5,-,0,1
2016,0,10,Germany,Jamie-Lee,Ghost,English,Pop,Female,1,Bb Minor,170,60,47,21,-7,33,7,4,0,0,0,0,10,1,26,-,0,0
2016,0,11,France,Amir,J'ai cherche,"French, English",Pop,Male,1,Cs Major,120,88,57,49,-5,-,17,4,0,0,0,0,109,148,6,-,0,0
2016,0,19,Spain,Barei,Say Yay!,English,Pop,Female,1,F Minor,125,79,63,53,-6,2,10,3,0,4,0,0,10,67,22,-,0,0
2016,0,25,United Kingdom,Joe and Jake,You're Not Alone,English,Pop,Male,2,E Major,128,87,53,34,-5,0,17,5,0,0,2,1,8,54,24,-,0,0
2015,1,0,Moldova,Eduard Romanyuta,I Want Your Love,English,Pop,Male,1,Ab Major,103,81,44,87,-5,3,15,4,3,2,0,0,0,0,0,41,0,0
2015,3,13,Belgium,Loic Nottet,Rhythm Inside,English,Pop,Male,1,G Major,90,51,82,31,-5,8,7,4,0,5,0,0,186,190,4,149,0,0
2015,4,0,Netherlands,Trijntje Oosterhuis,Walk Along,English,Pop,Female,1,Fs Major,172,81,49,42,-4,-,50,4,0,4,0,0,0,0,0,33,0,0
2015,5,0,Finland,Pertti Kurikan Nimipaivat,Aina mun pitaa,Finnish,Rock,Male,1,C Major,97,85,39,80,-6,0,36,5,0,0,3,0,0,0,0,13,0,0
2015,6,15,Greece,Maria Elena Kyriakou,One Last Breath,English,Ballad,Female,1,D Minor,69,60,22,31,-7,18,41,4,0,0,1,0,29,24,19,81,0,0
2015,7,4,Estonia,Elina Born & Stig Rasta,Goodbye to Yesterday,English,Pop,Mix,2,G Minor,138,83,63,70,-5,38,39,5,0,0,0,1,53,144,7,105,0,0
2015,8,0,Macedonia,Daniel Kajmakoski,Autumn Leaves,English,Pop,Male,1,C Major,120,64,60,40,-8,63,9,3,0,3,0,0,0,0,0,28,0,0
2015,10,22,Hungary,Boggie,Wars for Nothing,English,Pop,Female,1,D Major,97,15,45,22,-12,83,16,3,0,4,0,0,29,17,20,67,0,0
2015,11,0,Belarus,Uzari & Maimuna,Time,English,Pop,Male,1,G Minor,130,84,56,51,-4,10,27,4,0,0,1,0,0,0,0,39,0,0
2015,12,25,Russia,Polina Gagarina,A Million Voices,English,Pop,Female,1,G Major,76,66,43,32,-4,18,17,3,0,2,3,0,234,286,2,182,0,0
2015,13,0,Denmark,Anti Social Media,The Way You Are,English,Pop,Male,1,C Major,125,78,58,84,-2,9,24,3,0,2,3,1,0,0,0,33,0,0
2015,15,20,Romania,Voltaj,De la capat,"Romanian, English",Pop,Male,1,E Major,98,56,57,16,-6,49,13,3,0,0,4,0,21,69,15,89,0,0
2015,16,23,Georgia,Nina Sublatti,Warrior,English,Pop,Female,1,F Minor,141,91,46,39,-4,1,22,10,0,0,0,0,62,51,11,98,0,0
2015,1,7,Lithuania,Monika Linkyte & Vaidas Baumila,This Time,English,Pop,Mix,2,Ab Major,131,87,56,32,-6,0,11,6,0,4,0,0,31,44,18,67,0,0
2015,2,0,Ireland,Molly Sterling,Playing with Numbers,English,Ballad,Female,1,C Major,79,49,56,24,-6,27,30,3,0,2,3,1,0,0,0,35,0,0
2015,4,16,Montenegro,Knez,Adio,Montenegrin,Traditional,Male,1,Fs Minor,95,56,34,29,-8,63,6,3,0,5,0,0,44,34,13,57,0,0
2015,5,0,Malta,Amber,Warrior,English,Ballad,Female,1,Gs Major,77,80,41,21,-4,-,23,7,0,0,0,0,0,0,0,43,0,0
2015,6,9,Norway,Morland & Debrah Scarlett,A Monster Like Me,English,Ballad,Mix,2,Db Minor,147,31,31,17,-8,46,10,3,0,0,0,0,163,37,8,123,0,0
2015,8,0,Czech Republic,Marta Jandova & Vaclav Noid Barta,Hope Never Dies,English,Ballad,Mix,2,D Minor,183,54,30,19,-4,-,10,3,0,0,0,0,0,0,0,33,0,0
2015,9,3,Israel,Nadav Guedj,Golden Boy,English,Pop,Male,1,Db Minor,115,83,72,70,-5,18,7,6,3,2,0,0,77,102,9,151,0,0
2015,10,19,Latvia,Aminata,Love Injected,English,Pop,Female,1,G Minor,144,29,45,16,-10,12,12,5,0,3,0,0,249,88,6,155,0,0
2015,11,24,Azerbaijan,Elnur Huseynov,Hour of the Wolf,English,Ballad,Male,1,D Major,106,67,48,19,-5,6,31,4,2,0,0,0,40,48,12,53,0,0
2015,12,0,Iceland,Maria Olafs,Unbroken,English,Pop,Female,1,Ab Major,97,61,27,46,-7,10,30,5,0,5,0,0,0,0,0,14,0,0
2015,13,10,Sweden,Mans Zelmerlow,Heroes,English,Pop,Male,1,G Major,124,79,48,37,-4,7,5,4,0,0,0,0,353,272,1,217,1,0
2015,14,0,Switzerland,Melanie Rene,Time to Shine,English,Pop,Female,1,E Minor,140,67,60,45,-7,1,14,4,0,0,4,0,0,0,0,4,0,0
2015,15,11,Cyprus,John Karayiannis,One Thing I Should Have Done,English,Ballad,Male,1,Eb Major,90,38,35,46,-8,55,37,3,0,0,0,0,63,8,22,87,0,0
2015,16,1,Slovenia,Maraaya,Here for You,English,Pop,Female,1,E Minor,158,76,29,54,-5,1,38,17,1,0,1,0,36,27,14,92,0,0
2015,17,18,Poland,Monika Kuszynska,In the Name of Love,English,Ballad,Female,1,Db Major,82,64,34,13,-7,15,18,4,0,3,1,0,2,47,23,57,0,0
2015,0,2,France,Lisa Angell,N'oubliez pas,French,Ballad,Female,1,A Minor,126,51,54,21,-6,75,10,3,0,0,4,0,24,3,25,-,0,0
2015,0,5,United Kingdom,Electro Velvet,Still in Love with You,English,Pop,Mix,2,C Major,117,81,75,74,-4,3,8,6,0,4,0,0,12,4,24,-,0,0
2015,0,14,Austria,The Makemakes,I Am Yours,English,Ballad,Male,1,Db Major,83,50,52,25,-6,31,10,3,0,0,2,1,40,0,26,-,0,1
2015,0,17,Germany,Ann Sophie,Black Smoke,English,Pop,Female,1,Db Major,172,86,61,81,-4,0,15,9,0,4,0,0,24,5,27,-,0,0
2015,0,21,Spain,Edurne,Amanecer,Spanish,Ballad,Female,1,Eb Minor,127,70,45,11,-4,14,10,3,1,0,0,0,6,26,21,-,0,0
2015,0,27,Italy,Il Volo,Grande amore,Italian,Ballad,Male,3,Db Major,142,60,46,15,-6,6,15,3,0,0,0,0,171,356,3,-,0,0
2014,1,7,Armenia,Aram MP3,Not Alone,English,Ballad,Male,1,C Minor,70,63,45,20,-7,28,20,3,0,0,0,0,113,187,4,121,1,0
2014,2,0,Latvia,Aarzemnieki,Cake to Bake,English,Pop,Male,2,Fs Major,99,69,59,81,-7,63,13,7,0,0,2,1,0,0,0,33,0,0
2014,3,0,Estonia,Tanja,Amazing,English,Dance,Female,1,F Minor,128,63,64,14,-7,1,12,4,1,0,0,0,0,0,0,36,0,0
2014,4,13,Sweden,Sanna Nielsen,Undo,English,Ballad,Female,1,Fs Major,122,49,58,26,-4,40,8,4,0,0,0,0,199,173,3,131,0,0
2014,5,4,Iceland,Pollaponk,No Prejudice,English,Rock,Male,3,G Major,108,93,71,76,-5,11,26,9,0,2,1,1,59,38,15,61,0,0
2014,7,15,Russia,Tolmachevy Sisters,Shine,English,Pop,Female,2,E Minor,120,87,63,71,-5,22,10,3,0,0,0,0,62,132,7,63,0,0
2014,8,3,Azerbaijan,Dilara Kazimova,Start a Fire,English,Ballad,Female,1,B Minor,85,32,30,31,-7,83,18,3,1,0,0,0,101,14,22,57,0,0
2014,9,1,Ukraine,Mariya Yaremchuk,Tick-Tock,English,Pop,Female,1,Fs Minor,125,90,70,73,-4,1,6,4,1,0,0,0,72,112,6,118,0,0
2014,10,0,Belgium,Axel Hirsoux,Mother,English,Ballad,Male,1,E Minor,87,33,31,25,-8,86,10,3,1,0,0,0,0,0,0,28,0,0
2014,12,25,San Marino,Valentina Monetta,Maybe,English,Ballad,Female,2,G minor,114,75,56,22,-5,-,37,4,0,0,1,0,16,15,24,40,0,0
2014,13,0,Portugal,Suzy,Quero ser tua,Portuguese,Pop,Female,1,C Major,130,92,74,92,-4,-,9,5,2,2,1,0,0,0,0,39,0,0
2014,14,24,Netherlands,The Common Linnets,Calm After the Storm,English,Traditional,Mix,2,Ab minor,90,66,57,45,-6,-,53,3,0,0,3,1,0,0,2,150,0,0
2014,15,8,Montenegro,Sergej cetkovic,Moj svijet,Montenegrin,Ballad,Male,1,Cs Major,128,70,50,32,-6,-,6,4,1,3,0,0,48,27,19,63,0,0
2014,16,21,Hungary,Andras Kallay-Saunders,Running,English,Pop,Male,1,Ab minor,90,66,57,45,-6,-,53,3,2,0,0,0,138,83,5,127,0,0
2014,1,22,Malta,Firelight,Coming Home,English,Traditional,Mix,2,Cs Major,128,70,50,32,-6,-,6,4,0,0,4,1,119,12,23,63,0,0
2014,3,5,Norway,Carl Espen,Silent Storm,English,Ballad,Male,1,A Major,75,20,35,24,-11,86,10,4,0,0,1,0,102,39,8,77,0,0
2014,5,9,Poland,Donatan & Cleo,My Slowianie – We Are Slavic,"Polish, English",Traditional,Female,1,G Major,156,85,68,68,-5,26,38,10,5,0,0,0,23,162,14,70,0,0
2014,6,11,Austria,Conchita Wurst,Rise Like a Phoenix,English,Ballad,Male,1,D Minor,82,45,43,21,-9,8,13,3,0,0,0,0,214,306,1,169,0,0
2014,7,0,Lithuania,Vilija,Attention,English,Pop,Female,1,Cs Minor,150,92,60,25,-4,-,19,12,1,3,0,0,0,0,0,36,0,0
2014,8,18,Finland,Softengine,Something Better,English,Rock,Male,1,C Major,146,88,56,37,-6,0,25,6,0,0,4,1,114,36,11,97,0,0
2014,9,0,Ireland,Can-Linn feat. Kasey Smith,Heartbeat,English,Pop,Female,1,C Major,120,84,68,74,-4,29,19,3,2,2,1,0,0,0,0,35,0,0
2014,10,2,Belarus,Teo,Cheesecake,English,Pop,Male,1,Db Minor,95,80,80,89,-4,18,7,7,0,4,0,0,50,56,16,87,0,0
2014,11,0,Macedonia,Tijana,To the Sky,English,Pop,Female,1,Db Minor,128,88,55,74,-5,0,10,5,1,3,0,0,0,0,0,33,0,0
2014,12,20,Switzerland,Sebalter,Hunter of Stars,English,Pop,Male,1,E Minor,88,89,57,92,-4,14,10,7,0,0,5,1,26,114,13,92,0,0
2014,13,10,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,Dance,Male,2,C Minor,128,82,67,65,-6,4,39,6,0,0,1,0,45,41,20,74,0,0
2014,14,17,Slovenia,Tinkara Kovac,Round and Round,"English, Slovene",Pop,Female,1,Ab Major,120,63,54,25,-6,2,22,3,0,3,0,1,21,15,25,52,0,0
2014,15,6,Romania,Paula Seling & Ovi,Miracle,English,Dance,Mix,2,A Major,135,87,55,35,-4,2,18,4,0,0,0,0,51,103,12,125,0,0
2014,0,12,Germany,Elaiza,Is It Right,English,Traditional,Female,1,G Minor,128,74,75,77,-6,-,31,7,0,0,2,0,56,27,18,-,0,0
2014,0,14,France,TWIN TWIN,Moustache,French,Dance,Male,1,Eb Minor,128,89,66,79,-5,0,9,4,2,1,2,0,5,1,26,-,0,0
2014,0,16,Italy,Emma,La mia citta,Italian,Rock,Female,1,A Minor,136,93,65,92,-4,-,7,4,0,0,4,0,37,22,21,-,0,0
2014,0,19,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",Ballad,Female,1,C Major,130,67,60,42,-7,68,10,4,0,0,0,0,83,29,10,-,0,0
2014,0,23,Denmark,Basim,Cliche Love Song,English,Pop,Male,1,Ab Major,112,84,78,71,-4,5,5,6,2,3,0,0,85,42,9,-,0,1
2014,0,26,United Kingdom,Molly,Children of the Universe,English,Pop,Female,1,Fs Major,140,76,57,42,-4,-,33,5,0,4,1,0,49,24,17,-,0,0
2013,1,0,Austria,Natalia Kelly,Shine,English,Pop,Female,1,B Minor,122,92,62,62,-5,0,7,7,0,5,0,0,0,0,0,27,0,0
2013,2,7,Estonia,Birgit,Et uus saaks alguse,Estonian,Ballad,Female,1,F Major,78,59,47,32,-5,77,7,3,0,3,0,0,0,0,20,52,0,0
2013,3,0,Slovenia,Hannah,Straight Into Love,English,Dance,Female,1,D Major,128,80,55,11,-5,0,8,5,3,0,0,0,0,0,0,8,0,0
2013,4,0,Croatia,Klapa s Mora,Mizerja,Croatian,Traditional,Male,6,Fs Major,100,52,29,29,-8,29,16,4,0,0,0,0,0,0,0,38,0,0
2013,5,18,Denmark,Emmelie de Forest,Only Teardrops,English,Pop,Female,1,C Major,128,86,62,23,-10,0,36,3,0,3,2,0,0,0,1,167,1,0
2013,6,10,Russia,Dina Garipova,What If,English,Ballad,Female,1,A Major,75,68,48,33,-6,-,31,3,0,4,0,0,0,0,5,156,0,0
2013,7,22,Ukraine,Zlata Ognevich,Gravity,English,Pop,Female,1,C Major,176,78,32,46,-4,52,29,8,1,4,0,0,0,0,3,140,0,0
2013,8,13,Netherlands,Anouk,Birds,English,Ballad,Female,1,B Major,85,41,17,9,-8,61,11,3,0,3,0,0,0,0,9,75,0,0
2013,9,0,Montenegro,Who See,Igranka,Montenegrin,Dance,Mix,3,Gs Major,130,78,75,63,-3,-,9,26,0,0,0,0,0,0,0,41,0,0
2013,10,2,Lithuania,Andrius Pojavis,Something,English,Dance,Male,1,F Major,130,74,53,52,-5,3,10,3,0,4,0,0,0,0,22,53,0,0
2013,11,8,Belarus,Alyona Lanskaya,Solayoh,English,Dance,Female,1,B Minor,95,91,81,60,-5,2,28,5,2,3,0,0,0,0,16,64,0,0
2013,12,3,Moldova,Aliona Moon,O mie,Romanian,Ballad,Female,1,D Minor,128,72,62,31,-3,56,18,3,3,0,1,0,0,0,11,95,0,0
2013,13,26,Ireland,Ryan Dolan,Only Love Survives,English,Pop,Male,1,C Minor,128,83,54,35,-5,0,19,7,0,2,3,0,0,0,26,54,0,0
2013,14,0,Cyprus,Despina Olympiou,An me thimasai,Greek,Ballad,Female,1,D Minor,105,72,63,54,-7,34,12,3,0,0,0,0,0,0,0,11,0,0
2013,15,6,Belgium,Roberto Bellarosa,Love Kills,English,Pop,Male,1,Fs Major,132,68,46,35,-7,1,17,3,2,3,0,0,0,0,12,75,0,0
2013,16,0,Serbia,Moje 3,Ljubav je svuda,Serbian,Dance,Female,3,D Minor,134,79,57,40,-3,-,27,3,0,3,0,0,0,0,0,46,0,0
2013,1,0,Latvia,PeR,Here We Go,English,Dance,Male,2,F Major,100,92,59,57,-4,-,36,5,0,0,2,0,0,0,0,13,0,0
2013,2,0,San Marino,Valentina Monetta,Crisalide (Vola),Italian,Ballad,Female,1,Eb Minor,152,83,35,60,-5,45,15,7,2,0,0,0,0,0,0,47,0,0
2013,3,0,Macedonia,Esma & Lozano,Pred da se razdeni,"Macedonian, Romani",Traditional,Mix,2,Bb Major,125,91,56,28,-4,0,33,4,0,2,0,0,0,0,0,28,0,0
2013,4,20,Azerbaijan,Farid Mammadov,Hold Me,English,Ballad,Male,1,Bb Minor,90,78,51,36,-4,1,18,3,2,0,0,0,0,0,2,139,0,0
2013,5,4,Finland,Krista Siegfrids,Marry Me,English,Pop,Female,1,Fs Minor,145,74,80,84,-8,0,7,14,3,2,0,0,0,0,24,64,0,0
2013,6,9,Malta,Gianluca,Tomorrow,English,Pop,Male,1,A Major,100,64,72,83,-7,73,9,3,0,3,0,0,0,0,8,118,0,0
2013,7,0,Bulgaria,Elitsa Todorova & Stoyan Yankoulov,Samo shampioni,Bulgarian,Traditional,Mix,2,A Minor,130,93,64,74,-5,1,9,9,0,3,0,1,0,0,0,45,0,0
2013,8,19,Iceland,Eythor Ingi,Eg a lif,Icelandic,Traditional,Male,1,A Major,75,34,49,39,-9,50,12,3,0,0,0,0,0,0,17,72,0,0
2013,9,21,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,Greek,Traditional,Male,4,D Minor,172,94,57,73,-4,1,3,4,0,0,2,1,0,0,6,121,0,0
2013,10,0,Israel,Moran Mazor,Rak Bishvilo,Hebrew,Ballad,Female,1,Bb Minor,105,79,60,32,-4,47,52,5,0,2,1,0,0,0,0,40,0,0
2013,11,12,Armenia,Dorians,Lonely Planet,English,Rock,Male,1,B Major,160,85,33,35,-6,-,39,4,0,0,4,0,0,0,18,69,0,0
