year,semi_draw_position,final_draw_position,country,artist_name,song_name,language,style,gender,main_singers,key,BPM,energy,danceability,happiness,loudness,acousticness,liveness,speechiness,backing_dancers,backing_singers,backing_instruments,instrument_10,final_televote_points,final_jury_points,final_place,semi_place,favourite_10,host_10
2022,1,0,Albania,Ronela Hajati,Sekret,"Albanian, English",Pop,Female,1,F Minor,100,70,76,45,-6,5,52,5,5,0,0,0,0,0,0,12,0,0
2022,2,0,Latvia,Citi Zeni,Eat Your Salad,English,Pop,Male,1,B Minor,115,69,75,59,-8,1,34,17,0,0,4,0,0,0,0,14,0,0
2022,3,14,Lithuania,Monika Liu,Sentimentai,Lithuanian,Ballad,Female,1,C Major,93,56,68,50,-8,9,31,3,0,0,0,0,93,35,14,7,0,0
2022,4,5,Switzerland,Marius Bear,Boys Do Cry,English,Ballad,Male,1,F Major,116,18,42,39,-11,87,11,4,0,0,0,0,0,78,17,9,0,0
2022,5,0,Slovenia,LPS,Disko,Slovene,Pop,Male,1,E Minor,120,61,68,60,-6,0,5,3,0,0,4,0,0,0,0,17,0,0
2022,6,12,Ukraine,Kalush Orchestra,Stefania,Ukrainian,Traditional,Male,1,D Major,105,82,83,32,-5,14,12,4,1,2,2,0,439,192,1,1,1,0
2022,7,0,Bulgaria,Intelligent Music Project,Intention,English,Rock,Male,1,D Major,80,84,52,72,-8,3,24,3,0,0,5,0,0,0,0,16,0,0
2022,8,11,Netherlands,S10,De diepte,Dutch,Ballad,Female,1,D Minor,87,48,32,15,-6,39,14,3,0,0,0,0,42,129,11,2,0,0
2022,9,19,Moldova,Zdob si Zdub and Advahov Brothers,Trenuletul,"Romanian, English",Traditional,Male,1,C Major,142,88,70,96,-3,41,32,14,0,0,5,0,239,14,7,8,0,0
2022,10,3,Portugal,Maro,"Saudade, saudade","English, Portuguese",Ballad,Female,6,Bb Minor,83,34,64,38,-11,68,11,4,0,0,0,0,36,171,9,4,0,0
2022,11,0,Croatia,Mia Dimsic,Guilty Pleasure,"English, Croatian",Ballad,Female,1,F Major,84,59,53,51,-7,12,14,6,3,0,0,1,0,0,0,11,0,0
2022,12,0,Denmark,Reddi,The Show,English,Rock,Female,1,C Major,90,80,31,21,-5,2,37,6,0,0,3,1,0,0,0,13,0,0
2022,13,0,Austria,Lumix feat. Pia Maria,Halo,English,Dance,Female,1,Ab Major,150,91,57,69,-5,0,53,4,0,0,0,1,0,0,0,15,0,0
2022,14,18,Iceland,Systur,Meo aekkandi sol,Icelandic,Traditional,Female,3,D Minor,100,52,58,35,-12,58,7,3,0,0,1,1,10,10,23,10,0,0
2022,15,17,Greece,Amanda Georgiadi Tenfjord,Die Together,English,Ballad,Female,1,F Major,150,37,48,20,-8,12,13,7,0,0,0,0,57,158,8,3,0,0
2022,16,7,Norway,Subwoolfer,Give That Wolf a Banana,English,Pop,Male,2,G Minor,124,53,74,55,-10,20,9,4,4,0,0,0,146,36,10,6,0,0
2022,17,8,Armenia,Rosa Linn,Snap,English,Ballad,Female,1,C Major,170,64,56,53,-8,11,45,6,0,0,0,1,21,40,20,5,0,0
2022,1,4,Finland,The Rasmus,Jezebel,English,Rock,Male,1,B Minor,116,87,50,49,-4,0,8,4,0,0,3,0,26,12,21,7,0,0
2022,2,0,Israel,Michael Ben David,I.M,English,Pop,Male,1,Ab Minor,120,82,70,45,-7,1,13,6,4,0,0,0,0,0,0,13,0,0
2022,3,24,Serbia,Konstrakta,In corpore sano,"Serbian, Latin",Traditional,Female,1,C Major,136,71,92,63,-7,1,17,8,5,0,0,0,225,87,5,3,0,0
2022,4,15,Azerbaijan,Nadir Rustamli,Fade to Black,English,Ballad,Male,1,A Minor,79,30,34,30,-10,19,14,6,1,0,0,0,3,103,16,10,0,0
2022,5,0,Georgia,Circus Mircus,Lock Me In,English,Rock,Male,1,D Major,107,76,79,84,-9,0,30,4,0,0,3,1,0,0,0,18,0,0
2022,6,0,Malta,Emma Muscat,I Am What I Am,English,Pop,Female,1,G Major,98,71,56,38,-5,4,9,3,4,0,0,1,0,0,0,16,0,0
2022,7,0,San Marino,Achille Lauro,Stripper,"Italian, English",Rock,Male,1,A Major,140,80,60,55,-6,0,8,10,0,0,5,0,0,0,0,14,0,0
2022,8,21,Australia,Sheldon Riley,Not the Same,English,Ballad,Male,1,Bb Minor,128,43,36,38,-10,66,14,4,0,0,0,0,2,123,15,2,0,0
2022,9,0,Cyprus,Andromache,Ela,"English, Greek",Pop,Female,1,Eb Minor,98,63,66,65,-7,24,6,9,2,0,0,0,0,0,0,12,0,0
2022,10,0,Ireland,Brooke,That's Rich,English,Pop,Female,1,A Major,122,60,68,56,-4,0,34,3,4,0,0,0,0,0,0,15,0,0
2022,11,0,North Macedonia,Andrea,Circles,English,Ballad,Female,1,Cs Minor,144,71,54,22,-5,48,17,3,0,0,0,0,0,0,0,11,0,0
2022,12,25,Estonia,Stefan,Hope,English,Pop,Male,1,Bb Minor,123,78,52,55,-5,19,10,4,0,0,0,1,98,43,13,5,0,0
2022,13,2,Romania,WRS,Llamame,"English, Spanish",Pop,Male,1,F Minor,120,76,76,66,-6,6,15,13,4,0,0,0,53,12,18,9,0,0
2022,14,23,Poland,Ochman,River,English,Ballad,Male,1,Ab Major,140,67,51,33,-5,56,12,4,4,0,0,0,105,46,12,6,0,0
2022,15,0,Montenegro,Vladana,Breathe,"English, Italian",Ballad,Female,1,G Minor,77,46,43,20,-7,55,10,3,0,0,0,0,0,0,0,17,0,0
2022,16,16,Belgium,Jeremie Makiese,Miss You,English,Pop,Male,1,Fs Minor,144,53,63,28,-6,24,13,5,4,0,0,0,5,59,19,8,0,0
2022,17,20,Sweden,Cornelia Jakobs,Hold Me Closer,English,Ballad,Female,1,Fs Major,97,62,49,17,-8,11,14,4,0,0,0,0,180,258,4,1,0,0
2022,18,1,Czech Republic,We Are Domi,Lights Off,English,Dance,Female,1,A Minor,126,79,59,52,-6,15,21,11,0,0,2,0,5,33,22,4,0,0
2022,0,9,Italy,Mahmood and Blanco,Brividi,Italian,Ballad,Male,2,G Major,123,61,52,34,-4,45,25,3,0,0,1,0,110,158,6,-,0,1
2022,0,10,Spain,Chanel,SloMo,"Spanish, English",Pop,Female,1,Cs Minor,105,81,73,59,-3,13,9,6,5,0,0,0,228,231,3,-,0,0
2022,0,13,Germany,Malik Harris,Rockstars,English,Ballad,Male,1,G Major,81,64,65,52,-6,45,38,23,0,0,0,1,6,0,25,-,0,0
2022,0,22,United Kingdom,Sam Ryder,Space Man,English,Pop,Male,1,B Major,80,83,47,33,-2,18,10,5,0,0,2,1,183,283,2,-,0,0
2022,0,6,France,Alvan and Ahez,Fulenn,Breton,Traditional,Mix,4,Fs Major,120,84,74,48,-7,1,24,12,1,0,0,1,8,9,24,-,0,0
2021,1,18,Lithuania,The Roop,Discoteque,English,Dance,Male,1,F Major,115,80,83,63,-6,5,13,6,2,2,2,0,165,55,8,4,0,0
2021,2,0,Slovenia,Ana Soklic,Amen,English,Ballad,Female,1,Ab Minor,81,40,45,21,-10,48,15,5,0,0,0,0,0,0,0,13,0,0
2021,3,5,Russia,Manizha,Russian Woman,"Russian, English",Traditional,Female,1,E Minor,102,70,89,65,-7,20,7,19,0,4,0,0,100,104,9,3,0,0
2021,4,25,Sweden,Tusse,Voices,English,Pop,Male,1,Bb Minor,90,76,50,40,-5,0,13,4,4,0,0,0,63,46,14,7,0,0
2021,5,0,Australia,Montaigne,Technicolour,English,Pop,Female,1,A Minor,119,57,67,27,-6,7,27,3,3,0,0,0,0,0,0,14,0,0
2021,6,0,North Macedonia,Vasil,Here I Stand,English,Ballad,Male,1,G Major,138,20,32,13,-11,51,32,4,0,0,0,0,0,0,0,15,0,0
2021,7,0,Ireland,Lesley Roy,Maps,English,Pop,Female,1,G Major,143,83,54,55,-7,2,36,4,0,0,0,0,0,0,0,16,0,0
2021,8,1,Cyprus,Elena Tsagrinou,El Diablo,English,Pop,Female,1,A Minor,114,66,66,62,-8,0,84,13,4,0,0,0,44,50,16,6,0,0
2021,9,22,Norway,Tix,Fallen Angel,English,Pop,Male,1,Cs Major,93,65,54,28,-5,7,11,3,4,0,0,0,60,15,18,10,0,0
2021,10,0,Croatia,Albina,Tick-Tock,"English, Croatian",Pop,Female,1,E Minor,126,76,77,76,-5,5,34,4,4,0,0,0,0,0,0,11,0,0
2021,11,4,Belgium,Hooverphonic,The Wrong Place,English,Ballad,Female,1,F Major,80,73,49,25,-4,5,16,4,0,1,3,0,3,71,19,9,0,0
2021,12,3,Israel,Eden Alene,Set Me Free,English,Pop,Female,1,Cs Minor,107,66,75,47,-7,28,10,8,4,0,0,0,20,73,17,5,0,0
2021,13,0,Romania,Roxen,Amnesia,English,Ballad,Female,1,Bb Minor,120,69,58,25,-6,13,16,14,5,0,0,0,0,0,0,12,0,0
2021,14,21,Azerbaijan,Efendi,Mata Hari,English,Pop,Female,1,E Minor,100,68,71,46,-6,1,26,4,4,0,0,0,33,32,20,8,0,0
2021,15,19,Ukraine,Go_A,Shum,Ukrainian,Traditional,Female,1,E Major,118,74,53,50,-5,5,11,6,2,0,3,0,267,97,5,2,0,0
2021,16,6,Malta,Destiny,Je me casse,English,Pop,Female,1,Ab Minor,112,87,76,78,-4,15,28,11,4,0,0,0,47,208,7,1,1,0
2021,1,0,San Marino,Senhit,Adrenalina,English,Dance,Mix,2,Bb Minor,104,89,67,53,-6,0,39,8,4,0,0,0,13,37,0,9,0,0
2021,2,0,Estonia,Uku Suviste,The Lucky One,English,Ballad,Male,1,Ab Minor,176,64,40,41,-9,4,9,7,0,0,0,0,0,0,0,13,0,0
2021,3,0,Czech Republic,Benny Cristo,Omaga,English,Ballad,Male,1,Fs Major,122,87,72,89,-6,11,34,3,4,0,0,0,0,0,0,15,0,0
2021,4,10,Greece,Stefania,Last Dance,English,Pop,Female,1,D Minor,147,91,53,39,-5,2,7,4,4,0,0,0,79,91,10,6,0,0
2021,5,0,Austria,Vincent Bueno,Amen,English,Ballad,Male,1,Cs Major,80,38,44,8,-10,1,8,4,0,0,0,0,0,0,0,12,0,0
2021,6,0,Poland,Rafal,The Ride,English,Pop,Male,1,B Minor,132,77,69,93,-7,40,25,3,4,0,0,0,0,0,0,14,0,0
2021,7,14,Moldova,Natalia Gordienko,Sugar,English,Pop,Female,1,B Minor,120,76,69,51,-7,0,13,5,4,0,0,0,62,53,13,7,0,0
2021,8,0,Iceland,Dadi og Gagnamagnio,10 Years,English,Pop,Male,1,D Minor,123,62,80,44,-7,1,9,4,0,2,3,0,180,198,0,2,0,0
2021,9,8,Serbia,Hurricane,Loco Loco,Serbian,Pop,Female,3,C Major,105,92,65,60,-4,17,16,12,0,0,0,0,82,20,15,8,0,0
2021,10,0,Georgia,Tornike Kipiani,You,English,Ballad,Male,1,C Major,134,37,50,12,-8,24,19,2,0,0,0,0,0,0,0,16,0,0
2021,11,2,Albania,Anxhela Peristeri,Karma,Albanian,Ballad,Female,1,G Minor,150,63,52,19,-10,0,13,4,0,0,0,0,35,22,21,10,0,0
2021,12,7,Portugal,The Black Mamba,Love Is on My Side,English,Traditional,Male,1,E Major,66,42,28,24,-7,34,20,3,0,0,4,0,27,126,12,4,0,0
2021,13,17,Bulgaria,Victoria,Growing Up Is Getting Old,English,Ballad,Female,1,G Major,93,18,52,25,-8,69,9,3,0,0,0,0,30,140,11,3,0,0
2021,14,16,Finland,Blind Channel,Dark Side,English,Rock,Male,2,G Major,98,96,57,44,-4,0,27,11,0,1,3,0,218,83,6,5,0,0
2021,15,0,Latvia,Samanta Tina,The Moon Is Rising,English,Ballad,Female,1,Bb Minor,150,63,66,33,-8,4,14,14,3,0,0,0,0,0,0,17,0,0
2021,16,11,Switzerland,Gjon's Tears,Tout l'univers,French,Ballad,Male,1,A Minor,123,37,52,19,-9,83,15,3,0,0,0,0,165,267,3,1,0,0
2021,17,0,Denmark,Fyr og Flamme,Ove os pa hinanden,Danish,Pop,Male,2,C Major,124,87,68,96,-6,1,34,3,0,3,0,1,0,0,0,11,0,0
2021,0,23,Netherlands,Jeangu Macrooy,Birth of a New Age,"English, Sranan Tongo",Ballad,Male,1,C Minor,95,72,72,54,-5,48,23,6,1,2,0,0,0,11,11,-,0,1
2021,0,13,Spain,Blas Canto,Voy a quedarme,Spanish,Ballad,Male,1,Eb Major,76,72,52,36,-5,21,8,5,0,0,0,0,0,6,24,-,0,0
2021,0,9,United Kingdom,James Newman,Embers,English,Pop,Male,1,Fs Major,126,82,68,72,-5,0,11,6,0,0,4,0,0,0,26,-,0,0
2021,0,15,Germany,Jendrik,I Don't Feel Hate,English,Pop,Male,1,F Minor,114,84,83,75,-5,19,3,21,1,0,3,0,0,3,25,-,0,0
2021,0,20,France,Barbara Pravi,Voila,French,Ballad,Female,1,D Minor,135,34,45,60,-9,77,30,6,0,0,0,0,251,248,2,-,0,0
2021,0,24,Italy,Maneskin,Zitti e buoni,Italian,Rock,Male,1,E Minor,103,94,62,64,-3,0,42,7,0,0,3,0,318,206,1,-,0,0
2019,1,11,Cyprus,Tamta,Replay,English,Dance,Female,1,B Minor,102,68,71,50,-5,5,6,7,4,0,0,0,32,77,13,149,0,0
2019,2,0,Montenegro,D mol,Heaven,English,Pop,Mix,6,D Major,92,73,53,47,-8,21,31,5,0,0,0,0,0,0,0,46,0,0
2019,3,0,Finland,Darude feat. Sebastian Rejman,Look Away,English,Dance,Male,1,B Minor,126,89,50,48,-4,1,15,5,1,0,1,0,0,0,0,23,0,0
2019,4,0,Poland,Tulia,Fire of Love,"Polish, English",Traditional,Female,4,A Major,96,78,59,78,-4,2,64,3,0,0,0,0,0,0,0,120,0,0
2019,5,10,Slovenia,Zala Kralj & Gasper santl,Sebi,Slovene,Ballad,Mix,2,G Minor,108,65,78,74,-7,18,16,4,0,0,0,1,59,46,15,167,0,0
2019,6,3,Czech Republic,Lake Malawi,Friend of a Friend,English,Pop,Male,1,A Minor,106,74,70,41,-5,27,7,6,0,0,2,0,7,150,11,242,0,0
2019,7,0,Hungary,Joci Papai,Az en apam,Hungarian,Ballad,Male,1,Eb Minor,96,45,63,33,-8,55,10,4,0,0,0,0,0,0,0,97,0,0
2019,8,19,Belarus,ZENA,Like It,English,Dance,Female,1,G Minor,105,80,71,35,-8,29,20,5,2,2,0,0,13,18,24,122,0,0
2019,9,23,Serbia,Nevena Bozovic,Kruna,Serbian,Ballad,Female,1,Ab Minor,158,48,20,16,-6,21,13,3,0,0,0,0,54,35,18,156,0,0
2019,10,0,Belgium,Eliot,Wake Up,English,Ballad,Male,1,G Minor,145,20,37,23,-12,89,9,4,0,0,2,0,0,0,0,70,0,0
2019,11,0,Georgia,Oto Nemsadze,Keep on Going,Georgian,Traditional,Male,1,B Minor,120,70,32,30,-5,49,26,4,0,5,0,0,0,0,0,62,0,0
2019,12,25,Australia,Kate Miller-Heidke,Zero Gravity,English,Opera,Female,1,Fs Major,132,54,46,26,-2,57,41,4,2,0,0,0,131,153,9,261,0,0
2019,13,17,Iceland,Hatari,Hatrio mun sigra,Icelandic,Dance,Mix,2,E Minor,110,67,57,48,-10,0,9,8,4,0,0,0,186,46,10,221,0,0
2019,14,18,Estonia,Victor Crone,Storm,English,Pop,Male,1,D Major,128,59,62,29,-5,5,8,3,0,0,0,1,48,28,20,198,0,0
2019,15,0,Portugal,Conan Osiris,TelemOveis,Portuguese,Traditional,Male,1,G Major,123,37,71,24,-12,62,8,5,1,0,0,0,0,0,0,51,0,0
2019,16,13,Greece,Katerine Duska,Better Love,English,Pop,Female,1,Ab Major,88,69,37,35,-5,1,9,6,2,3,0,0,24,50,21,185,0,0
2019,17,7,San Marino,Serhat,Say Na Na Na,English,Dance,Male,1,Db Minor,118,92,68,74,-5,0,36,8,0,5,0,0,65,12,19,150,0,0
2019,1,0,Armenia,Srbuk,Walking Out,English,Pop,Female,1,Db Major,130,57,43,17,-8,0,10,4,0,0,0,0,0,0,0,49,0,0
2019,2,0,Ireland,Sarah McTernan,22,English,Pop,Female,1,C Major,125,45,71,67,-9,12,65,5,2,0,0,0,0,0,0,16,0,0
2019,3,0,Moldova,Anna Odobescu,Stay,English,Ballad,Female,1,C Minor,156,62,42,24,-5,29,20,3,1,0,0,0,0,0,0,85,0,0
2019,4,24,Switzerland,Luca Hanni,She Got Me,English,Dance,Male,1,B Minor,97,75,66,48,-6,6,8,5,4,0,0,0,212,152,4,232,0,0
2019,5,0,Latvia,Carousel,That Night,English,Pop,Female,1,G Minor,93,46,74,67,-15,26,10,5,0,0,3,0,0,0,0,50,0,0
2019,6,0,Romania,Ester Peony,On a Sunday,English,Pop,Female,1,C Minor,72,49,35,33,-6,13,11,6,2,2,1,0,0,0,0,71,0,0
2019,7,6,Denmark,Leonora,Love Is Forever,"English, French",Pop,Female,1,Db Major,136,42,73,79,-5,58,7,3,2,2,0,0,51,69,12,94,0,0
2019,8,9,Sweden,John Lundvik,Too Late for Love,English,Ballad,Male,1,C Major,104,75,40,42,-4,20,7,7,0,4,0,0,93,241,5,238,0,0
2019,9,0,Austria,PAENDA,Limits,English,Ballad,Female,1,C Major,131,36,46,18,-12,81,11,6,0,0,0,0,0,0,0,21,0,0
2019,10,0,Croatia,Roko,The Dream,"English, Croatian",Ballad,Male,1,F Minor,114,60,61,24,-10,49,34,3,2,0,0,0,0,0,0,64,0,0
2019,11,1,Malta,Michela,Chameleon,English,Pop,Female,1,Bb Minor,98,70,71,85,-4,28,17,7,4,0,0,0,20,87,14,157,0,0
2019,12,0,Lithuania,Jurij Veklenko,Run with the Lions,English,Pop,Male,1,C Major,158,64,60,41,-7,1,8,5,0,0,0,0,0,0,0,93,0,0
2019,13,5,Russia,Sergey Lazarev,Scream,English,Ballad,Male,1,Bb Major,92,52,33,26,-7,9,8,4,0,0,0,0,244,126,3,217,0,0
2019,14,2,Albania,Jonida Maliqi,Ktheju tokes,Albanian,Traditional,Female,1,Db Major,117,70,57,58,-6,2,21,5,0,3,0,0,47,43,17,96,0,0
2019,15,15,Norway,KEiiNO,Spirit in the Sky,English,Dance,Mix,3,A Minor,122,75,61,36,-6,14,11,6,0,0,0,0,291,40,6,210,0,0
2019,16,12,Netherlands,Duncan Laurence,Arcade,English,Ballad,Male,1,A Minor,72,33,45,27,-13,82,14,4,0,0,0,1,261,237,1,280,1,0
2019,17,8,North Macedonia,Tamara Todevska,Proud,English,Ballad,Female,1,C Minor,92,42,36,28,-6,82,14,3,0,0,0,0,58,247,7,239,0,0
2019,18,20,Azerbaijan,Chingiz,Truth,English,Pop,Male,1,Ab Minor,101,62,63,73,-7,5,10,4,0,0,0,0,100,202,8,224,0,0
2019,0,4,Germany,S!sters,Sister,English,Ballad,Female,2,C Major,142,45,56,22,-9,39,7,4,0,0,0,0,0,24,25,-,0,0
2019,0,14,Israel,Kobi Marimi,Home,English,Ballad,Male,1,Ab Major,110,42,55,23,-7,70,14,4,0,5,0,0,35,0,23,-,0,1
2019,0,16,United Kingdom,Michael Rice,Bigger than Us,English,Ballad,Male,1,C Major,82,55,52,57,-8,1,9,3,0,5,0,0,3,8,26,-,0,0
2019,0,21,France,Bilal Hassani,Roi,"French, English",Pop,Male,1,Fs Minor,140,67,55,54,-7,21,12,4,2,0,0,0,38,67,16,-,0,0
2019,0,22,Italy,Mahmood,Soldi,Italian,Pop,Male,1,Eb Minor,95,59,73,35,-10,4,31,5,3,0,0,0,253,219,2,-,0,0
2019,0,26,Spain,Miki,La Venda,Spanish,Pop,Male,1,C Minor,148,81,62,80,-5,8,33,6,5,0,0,0,53,1,22,-,0,0
2018,1,0,Azerbaijan,Aisel,X My Heart,English,Pop,Female,1,Ab Major,120,77,52,27,-10,0,14,3,4,0,0,0,0,0,0,94,0,0
2018,2,0,Iceland,Ari Olafsson,Our Choice,English,Ballad,Male,1,B Major,130,49,48,7,-10,0,31,3,0,5,0,0,0,0,0,15,0,0
2018,3,12,Albania,Eugent Bushpepa,Mall,Albanian,Rock,Male,4,E Major,95,76,39,41,-6,0,12,3,0,2,3,0,58,126,11,162,0,0
2018,4,0,Belgium,Sennek,A Matter of Time,English,Pop,Female,1,C Minor,88,59,66,59,-6,12,20,3,0,0,0,0,0,0,0,91,0,0
2018,5,14,Czech Republic,Mikolas Josef,Lie to Me,English,Pop,Male,1,Fs Minor,106,70,83,64,-6,0,36,12,2,0,0,0,215,66,6,232,0,0
2018,6,4,Lithuania,Ieva Zasimauskaite,When We're Old,English,Ballad,Female,1,Bb Major,90,19,34,4,-15,87,16,4,0,0,0,0,91,90,12,119,0,0
2018,7,22,Israel,Netta,Toy,English,Pop,Female,1,Eb Minor,130,71,79,80,-5,7,24,7,3,0,0,0,317,212,1,283,1,0
2018,8,0,Belarus,Alekseev,Forever,English,Ballad,Male,1,A Minor,117,59,38,41,-5,60,20,4,1,0,0,0,0,0,0,65,0,0
2018,9,6,Estonia,Elina Nechayeva,La forza,Italian,Opera,Female,1,D Minor,94,60,23,26,-8,50,27,4,0,0,0,0,102,143,8,201,0,0
2018,10,18,Bulgaria,Equinox,Bones,English,Pop,Mix,5,Fs Minor,88,57,51,43,-9,2,11,4,0,0,0,0,66,100,14,177,0,0
2018,11,0,Macedonia,Eye Cue,Lost and Found,English,Pop,Female,1,Ab Major,120,76,75,56,-3,7,11,4,0,3,2,0,0,0,0,24,0,0
2018,12,0,Croatia,Franka,Crazy,English,Pop,Female,1,A Minor,98,41,67,37,-8,36,63,3,0,0,0,0,0,0,0,63,0,0
2018,13,5,Austria,Cesar Sampson,Nobody but You,English,Pop,Male,1,B Minor,85,51,50,43,-6,9,36,3,0,0,0,0,71,271,3,231,0,0
2018,14,0,Greece,Yianna Terzi,Oniro mou,Greek,Pop,Female,1,Db Minor,150,66,42,18,-7,2,12,4,0,0,0,0,0,0,0,81,0,0
2018,15,17,Finland,Saara Aalto,Monsters,English,Pop,Female,1,C Minor,122,73,58,27,-4,1,6,4,4,0,0,0,23,23,25,108,0,0
2018,16,0,Armenia,Sevak Khanagyan,Qami,Armenian,Pop,Male,1,D Minor,75,50,34,23,-8,18,27,4,0,0,0,0,0,0,0,79,0,0
2018,17,0,Switzerland,ZiBBZ,Stones,English,Pop,Female,1,A Minor,84,81,49,56,-6,4,18,5,0,0,1,0,0,0,0,86,0,0
2018,18,24,Ireland,Ryan O'Shaughnessy,Together,English,Traditional,Male,1,F Major,94,32,70,28,-13,73,12,4,2,0,1,1,62,74,16,179,0,0
2018,19,25,Cyprus,Eleni Foureira,Fuego,English,Pop,Female,1,B Minor,101,74,59,52,-5,6,58,10,4,0,0,0,253,183,2,262,0,0
2018,1,7,Norway,Alexander Rybak,That's How You Write a Song,English,Pop,Male,1,Bb Minor,104,61,74,96,-10,1,6,5,4,0,0,1,84,60,15,266,0,0
2018,2,0,Romania,The Humans,Goodbye,English,Pop,Female,1,E Major,101,46,47,10,-9,1,15,3,0,0,5,0,0,0,0,107,0,0
2018,3,10,Serbia,Sanja Ilic & Balkanika,Nova deca,Serbian,Traditional,Mix,2,B Minor,125,87,38,30,-4,8,30,11,1,2,1,0,75,38,19,117,0,0
2018,4,0,San Marino,Jessika feat. Jenifer Brening,Who We Are,English,Pop,Female,1,Ab Minor,127,75,67,61,-6,5,16,4,2,1,0,0,0,0,0,28,0,0
2018,5,15,Denmark,Rasmussen,Higher Ground,English,Traditional,Male,1,B Minor,82,85,47,42,-5,2,13,4,4,0,0,0,188,38,9,204,0,0
2018,6,0,Russia,Julia Samoylova,I Won't Break,English,Pop,Female,1,Ab Minor,91,80,52,11,-9,0,11,3,2,3,0,0,0,0,0,65,0,0
2018,7,19,Moldova,DoReDoS,My Lucky Day,English,Pop,Mix,3,B Minor,122,87,74,82,-5,1,32,7,3,0,0,0,115,94,10,235,0,0
2018,8,23,Netherlands,Waylon,Outlaw in 'Em,English,Rock,Male,1,B Minor,87,88,58,73,-6,6,34,5,0,0,4,1,32,89,18,174,0,0
2018,9,16,Australia,Jessica Mauboy,We Got Love,English,Pop,Female,1,G Major,114,82,61,30,-4,0,23,7,0,0,0,0,9,90,20,212,0,0
2018,10,0,Georgia,Ethno-Jazz Band Iriao,For You,Georgian,Pop,Male,3,A Minor,121,56,27,21,-6,55,21,4,0,0,2,0,0,0,0,24,0,0
2018,11,0,Poland,Gromee feat. Lukas Meijer,Light Me Up,English,Dance,Male,1,Bb Major,123,74,55,46,-6,11,14,5,1,3,1,0,0,0,0,81,0,0
2018,12,0,Malta,Christabelle,Taboo,English,Pop,Female,1,G Major,122,62,64,15,-6,20,63,4,1,0,0,0,0,0,0,101,0,0
2018,13,21,Hungary,AWS,Viszlat nyar,Hungarian,Rock,Male,1,Eb Minor,164,94,33,34,-3,0,19,6,0,0,4,0,65,28,21,111,0,0
2018,14,0,Latvia,Laura Rizzotto,Funny Girl,English,Pop,Female,1,C Major,118,52,69,10,-6,40,13,5,0,0,0,0,0,0,0,106,0,0
2018,15,20,Sweden,Benjamin Ingrosso,Dance You Off,English,Pop,Male,1,Ab Major,109,69,73,76,-5,10,11,7,0,0,0,0,21,253,7,254,0,0
2018,16,0,Montenegro,Vanja Radovanovic,Inje,Montenegrin,Rock,Male,1,Fs Minor,79,45,49,34,-6,39,55,3,4,0,1,0,0,0,0,40,0,0
2018,17,3,Slovenia,Lea Sirk,"Hvala, ne!",Slovene,Pop,Female,1,Db Major,140,60,81,36,-8,1,10,5,4,0,0,0,23,41,22,132,0,0
2018,18,1,Ukraine,Melovin,Under the Ladder,English,Dance,Male,1,Bb Minor,140,74,53,33,-8,0,10,3,0,4,0,1,119,11,17,179,0,0
2018,0,8,Portugal,Claudia Pascoal,O jardim,Portuguese,Pop,Female,1,Bb Major,120,31,50,10,-10,84,28,4,0,1,0,0,18,21,26,-,0,1
2018,0,9,United Kingdom,SuRie,Storm,English,Pop,Female,1,Bb Major,116,72,65,38,-7,2,22,4,0,0,0,0,25,23,24,-,0,0
2018,0,11,Germany,Michael Schulte,You Let Me Walk Alone,English,Pop,Male,1,B Major,75,28,45,42,-10,78,10,3,0,0,0,0,136,204,4,-,0,0
2018,0,13,France,Madame Monsieur,Mercy,French,Pop,Female,1,E Minor,97,54,65,17,-7,7,58,5,0,0,1,0,59,114,13,-,0,0
2018,0,26,Italy,Ermal Meta & Fabrizio Moro,Non mi avete fatto niente,Italian,Pop,Male,2,Fs Major,90,88,57,76,-5,34,16,5,0,0,0,0,249,59,5,-,0,0
2018,0,2,Spain,Amaia & Alfred,Tu canciOn,Spanish,Pop,Mix,2,C Major,120,31,48,26,-8,87,10,3,0,0,0,0,18,43,23,-,0,0
2017,1,24,Sweden,Robin Bengtsson,I Can't Go On,English,Pop,Male,1,E Minor,109,67,74,46,-5,3,14,5,4,0,0,0,126,218,5,227,0,0
2017,2,0,Georgia,Tamara Gachechiladze,Keep the Faith,English,Pop,Female,1,G Minor,132,67,27,19,-6,15,10,6,0,0,0,0,0,0,0,99,0,0
2017,3,14,Australia,Isaiah,Don't Come Easy,English,Pop,Male,1,B Minor,79,63,33,55,-4,26,27,5,0,0,0,0,2,171,9,160,0,0
2017,4,0,Albania,Lindita,World,English,Pop,Female,1,C Major,85,77,42,30,-5,14,29,4,0,4,0,0,0,0,0,76,0,0
2017,5,23,Belgium,Blanche,City Lights,English,Pop,Female,1,C Minor,130,45,61,15,-9,24,21,3,0,0,0,0,255,108,4,165,0,0
2017,6,0,Montenegro,Slavko Kalezic,Space,English,Pop,Male,1,A Minor,120,94,58,54,-4,1,11,9,0,0,0,0,0,0,0,56,0,0
2017,7,0,Finland,Norma John,Blackbird,English,Ballad,Female,1,D Major,81,33,28,12,-11,85,14,3,0,0,1,0,0,0,0,92,0,0
2017,8,12,Azerbaijan,Dihaj,Skeletons,English,Pop,Female,1,Fs Minor,91,65,47,30,-7,4,10,4,1,4,0,0,42,78,14,150,0,0
